Borehole_Name,Source_ID,From_Depth,To_Depth,Depth_Units,From_Depth_mbgs,To_Depth_mbgs,Int_Top_Depth,Int_Bot_Depth,Pri_Material,Sec_Material,Colour,Full_Text,Comment
PR95-5,5,8.53,10.06,metres,8.53,10.06,9.96,10.06,clay,,dark grey,"Dark grey, calcareous, massive, silty, minor pebbles.[- end of day at 33 7 Mar./95 - start new day at 33 at 9:00 8 Mar./95]","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-5,5,10.06,11.58,metres,10.06,11.58,10.06,10.3,till,,dark grey till (?),"Clayey, silty, very soft, massive, dark grey, unoxidized, numerous pebbles, igneous, quartzite, moderately calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-5,5,10.06,11.58,metres,10.06,11.58,10.3,10.4,sand,,grey,"Grey, medium grain, clayey, dirty.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-5,5,26.82,28.35,metres,26.82,28.35,27.34,27.36,clay,,dark grey,"Massive, dark grey.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-5,5,26.82,28.35,metres,26.82,28.35,27.36,28.35,sand,silt,orange brown,"Fining up from fine grained to silt, dark brown laminae, fine cross-bedding, strongly oxidized orange brown strongly calcareous - photos.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-5,5,28.35,29.87,metres,28.35,29.87,28.35,29.87,sand,,light yellow brown,"Fine grained, light yellow brown, oxidized, strongly calcareous, whitish brown near base, horizontal laminae of dark orange brown loose.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-5,5,29.87,31.39,metres,29.87,31.39,29.87,30.23,sand,,,"Very fine grained, same as before, fine grained sandy interbeds, horizontal and cross bedding, strongly oxidized bedding planes, strongly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-5,5,29.87,31.39,metres,29.87,31.39,30.23,30.3,silt,,dark grey,"Clayey, dark grey, unoxidized, massive.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-5,5,29.87,31.39,metres,29.87,31.39,30.3,30.4,sand,,,"Same as before, oxidized.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-5,5,29.87,31.39,metres,29.87,31.39,30.4,30.45,silt,,orange brown,"Orange brown, oxidized, horizontal bedding.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-5,5,29.87,31.39,metres,29.87,31.39,30.45,31.39,sand,,orange brown,"Fine grained, orange brown, horizontal and cross bedding, strongly oxidized, strongly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-5,5,31.39,32.92,metres,31.39,32.92,31.39,32.16,sand,,orange brown,"Fine grained, orange brown, same as before, saturated, loose - flowing.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-5,5,31.39,32.92,metres,31.39,32.92,32.16,32.92,sand,,,"Fine grained, black manganese oxide & dark orange Fe oxide.[TD = 32.92 m]","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,0,0.91,metres,0,0.91,0,0.91,no recovery,,,Drilled through frost.,"Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,0.91,2.44,metres,0.91,2.44,0.91,2.44,clay and silt,,dark brown and light brown,"Dark brown clay with light brown silty interbeds, bedding is contorted subhorizontal, oxidized, minor gypsum crystals, strongly calcareous with slightly calcareous, clayey beds, no pebbles.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,2.44,3.96,metres,2.44,3.96,2.44,3.31,clay and silt,,"light brown, dark brown, and brown","Same as before, light brown silt, dark brown and brown clay beds, sift interbeds 2-3 cm thick.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,2.44,3.96,metres,2.44,3.96,3.31,3.57,clay,,dark brown,"Dark brown, massive, minor contorted brown beds, clay, strongly calcareous, oxidized, very plastic.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,2.44,3.96,metres,2.44,3.96,3.57,3.96,silt,,light brown,"Light brown, horizontal bedding, very strongly calcareous, oxidized.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,3.96,5.47,metres,3.96,5.47,3.96,4.16,silt,,,Same as before,"Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,3.96,5.47,metres,3.96,5.47,4.16,5.47,clay,silt,dark brown,"Same as clay above, dark brown, oxidized, horizontal bedding, interbeds of light brown silt from 0.5 cm -15 cm thick. Silt is very strongly calcareous, both gradational and sharp contacts with silt.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,5.47,7.01,metres,5.47,7.01,5.47,5.8,clay and silt,,,Same as before,"Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,5.47,7.01,metres,5.47,7.01,5.8,6.63,clay,silt,,"Same clay as above, minor contorted thin silt beds.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,5.47,7.01,metres,5.47,7.01,6.63,7.01,silt,clay,light brown,"Same silt as above, light brown, very strongly calcareous, dark brown clay interbeds.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,7.01,8.53,metres,7.01,8.53,7.01,7.14,clay,silt,,"Same as before, minor thin silt beds, horizontal, strongly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,7.01,8.53,metres,7.01,8.53,7.14,7.78,clay,,dark grey brown,"Dark grey brown, oxidized, massive, no silt, moderately calcareous, gypsum crystals along 60° fracture zones, crystals to 3 mm.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,7.01,8.53,metres,7.01,8.53,7.78,8.53,clay,,dark grey brown,"Same as before, no gypsum, dark grey brown, slightly oxidized, minor quartzite & igneous pebbles, no silt, very plastic.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,8.53,10.06,metres,8.53,10.06,8.53,9.63,clay,,dark grey,"Dark grey, massive, unoxidized, minor pebbles, igneous, quartzite, limestone, ironstone, < 2 cm diameter, slightly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,8.53,10.06,metres,8.53,10.06,9.63,10.06,clay,,,"Same as before, faint subhorizontal bedding, minor pebbles, becoming silty towards base.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,10.06,11.58,metres,10.06,11.58,10.06,10.36,clay and silt,,dark grey,"Dark grey, light grey silt interbeds, silt is very strongly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,10.06,11.58,metres,10.06,11.58,10.36,10.88,clay,,dark grey,"Dark grey, massive, no pebbles, slightly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,10.06,11.58,metres,10.06,11.58,10.88,11.25,silt,clay,light grey,"Light grey, horizontal interbeds, thin clay, contorted bedding very strongly calcareous, 10 cm top of unit.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,10.06,11.58,metres,10.06,11.58,11.25,11.58,sand and silt,,light grey,"Very fine grained sand and silt interbeds, horizontal, light grey, very strongly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,11.58,13.11,metres,11.58,13.11,11.58,13.11,sand and silt,clay,,"Very fine grained sand and silt and clay interbeds, horizontal, cross bedding and ripple bedding, finely bedded and laminated. No pebbles, very strongly calcareous with minor non calcareous beds, weakly consolidated - might be bedrock.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,13.11,14.63,metres,13.11,14.63,13.11,14.63,sand and silt,,,"Same as before, finely laminated, minor soft sedimentary deformation, very strongly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,14.63,16.15,metres,14.63,16.15,14.63,14.88,sand,,light grey,"Very fine grained, light grey, silt and clay laminae, horizontal strongly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,14.63,16.15,metres,14.63,16.15,14.88,15.03,clay,,dark grey,"Dark grey, silty, massive, very strongly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,14.63,16.15,metres,14.63,16.15,15.03,16.15,sand,,light grey,"Very fine grained, light grey, fining up to silt and clay laminae cross-bedding, ripple bedding, very strongly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,16.15,17.68,metres,16.15,17.68,16.15,17.25,sand,,light grey,"Fine grained, light grey, massive, loose, slight moist, calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,16.15,17.68,metres,16.15,17.68,17.25,17.47,sand,,light grey,"Fine grained, light grey, abundant clay laminae, contorted, subhorizontal, strongly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,16.15,17.68,metres,16.15,17.68,17.47,17.68,clay,sand,,"Grey, very fine grained sand interbeds, saturated, strongly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,17.68,19.2,metres,17.68,19.2,17.68,18.03,clay,,grey,"Grey, massive, minor quartzite, igneous and shale clasts, strongly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,17.68,19.2,metres,17.68,19.2,18.03,18.38,sand,,light grey,"Fine grained-very fine grained, light grey, strongly calcareous, silt laminae.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,17.68,19.2,metres,17.68,19.2,18.38,18.43,sand,,light grey,"Fine grained-medium grained, light grey, abundant pink feldspars, calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,17.68,19.2,metres,17.68,19.2,18.43,19.2,sand,clay,grey,"Fine grained-medium grained, grey, horizontal clay interbeds, saturated, strongly calcareous, pink feldspar grains - but fewer than above.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,19.2,20.73,metres,19.2,20.73,19.2,20.73,sand,clay,grey,"Coarse grained, grey, massive, loose, saturated, minor quartzite and igneous pebbles up to 1 cm diameter, pink feldspar grains, minor clay, horizontal beds, note - entire 5 ft run is sand (driller), calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,20.73,22.25,metres,20.73,22.25,20.73,21.35,till,,grey,"Grey, massive, unoxidized, clayey, plastic, igneous, quartzite, limestone, shale clasts, strongly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,20.73,22.25,metres,20.73,22.25,21.35,22.03,clay and silt,,grey,"Grey, interbedded, saturated, slightly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,20.73,22.25,metres,20.73,22.25,22.03,22.25,till,,grey,"Grey, massive, silty clay, plastic and stiff, unoxidized, numerous pebbles and clasts - igneous, quartzite, sandstone, limestone, shale, strongly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,22.25,23.77,metres,22.25,23.77,22.25,23,till,,,"Same as before, abrupt contact with lower unit.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,22.25,23.77,metres,22.25,23.77,23,23.08,silt,,olive grey,"Olive grey, massive, saturated.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,22.25,23.77,metres,22.25,23.77,23.08,23.5,clay,,grey,"Grey, silty, massive, slightly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,22.25,23.77,metres,22.25,23.77,23.5,23.77,clay,,grey,"Grey, very dense, stiff and plastic, contorted laminae and bedding, slight calcareous, pebble free.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,23.77,25.3,metres,23.77,25.3,23.77,25.02,clay,,grey,"Silty, grey, weakly calcareous, deformed 20° to bedding.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,23.77,25.3,metres,23.77,25.3,25.02,25.11,sand,,grey,"Very fine grained, grey silty, laminae 20° to bedding.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,23.77,25.3,metres,23.77,25.3,25.11,25.3,clay,,,"Same clay as above, noncalcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,25.3,26.82,metres,25.3,26.82,25.3,25.53,silt,,grey,"Clayey, grey, massive, noncalcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,25.3,26.82,metres,25.3,26.82,25.53,26.08,silt,,grey and olive grey,"Grey with 20 cm olive grey zone, massive noncalcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,25.3,26.82,metres,25.3,26.82,26.08,26.25,clay,,grey,"Silty, grey, subhorizontal bedding, noncalcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,25.3,26.82,metres,25.3,26.82,26.25,26.33,clay,,very dark grey,"Very dark grey, massive, noncalcareous, small white specks, very stiff (ground up bedrock).","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,25.3,26.82,metres,25.3,26.82,26.33,26.66,shale,,black,"Black, wavy, subhorizontal fissile, abrupt upper contact, abundant yellow sulphur along horizontal bedding and along some vertical fractures, very stiff, fractured.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,25.3,26.82,metres,25.3,26.82,26.66,26.75,shale,,dark orange brown,"Dark orange brown, oxidized, horizontal bedding, gradational upper and lower contact.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,25.3,26.82,metres,25.3,26.82,26.75,26.82,shale,,black,"Black, sulphur deposits and horizontal bedding planes.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,26.82,28.35,metres,26.82,28.35,26.82,28.35,shale,,black,"Black, same as before, highly fractured, blocky, abundant yellow sulphur deposits on fractures and block facies, noncalcareous, grey bentonite clasts, core swelled in barrel.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,28.35,29.26,metres,28.35,29.26,28.35,29.26,shale,,dark grey; bentonitic,"Dark grey, bentonitic, same as before, fractured, blockly, sulphur deposits in mid 30 cm, band along fractures, very waxy, minor slickensides on block facies.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,29.26,30.33,metres,29.26,30.33,29.26,30.33,shale,,dark grey to very dark grey,"Dark grey, becoming very dark grey towards base, bentonitic in top 60 cm, highly fractured, sulphur deposits along fractures in lower 20 cm.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,30.33,31.39,metres,30.33,31.39,30.33,31.39,shale,,dark grey,"Dark grey, no sulphur deposits, highly fractured, abundant polished & slickensided block facies, waxy, bentonitic.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,31.39,32.92,metres,31.39,32.92,31.39,32.92,shale,,very dark grey,"Very dark grey, bentonitic, two thin (2 mm) grey bentonite seams, highly fractured, blocky. Note: 30 cm of ground up shale (slough) at top of core - this was discarded.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,32.92,34.44,metres,32.92,34.44,32.92,34.44,shale,,very dark grey,"Very dark grey, massive, noncalcareous, highly fractured, slickensided fractures, broken, blocky thin (1 mm) crystals? on one bedding plane, near base of unit (1 cm long) bentonitic.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,34.44,35.97,metres,34.44,35.97,34.44,35.97,shale,,very dark grey to black,"Very dark grey to black, subhorizontal bedding, fissile, nonbentonitic.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,35.97,37.49,metres,35.97,37.49,35.97,37.49,shale,,very dark grey,"Very dark grey, massive, highly fractured, black soft, waxy, bentonitic, jammed in core barrel, sticky - 40 cm slough was discarded - slickensided and polished fractures.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,37.49,39.01,metres,37.49,39.01,37.49,39.01,shale,,very dark grey,"Very dark grey, subhorizontal fissility, highly fractured, blocky, soft, silty, noncalcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,39.01,40.54,metres,39.01,40.54,39.01,40.54,shale,,very dark grey,"Very dark grey, same as before, minor black deposits - 1 cm diameter on parting plane in top 50 cm of core (carbonaceous?), minor isolated gypsum crystals (less than 1 cm clear selenite) isolated.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,40.54,42.06,metres,40.54,42.06,40.54,42.06,shale,,very dark grey,"Same as before, very dark grey, low number of bedding planes with high concentration of thick black and brown carbonaceous material at 80 cm from base of unit, highly fractured, shale is harder, silty, horizontal fissility.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-7,5,42.06,43.59,metres,42.06,43.59,42.06,43.59,shale,,,Same as before[TD = 43.59 m],"Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,0,1.22,metres,0,1.22,0,0.97,silt,,light grey brown,"Light grey brown, noncalcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,0,1.22,metres,0,1.22,0.97,1.07,clay,,brown,"Brown, silty, oxidized, noncalcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,0,1.22,metres,0,1.22,1.07,1.17,clay,,dark grey brown,"Dark grey brown, massive, noncalcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,0,1.22,metres,0,1.22,1.17,1.22,clay,,dark grey brown,"Dark grey brown, massive, slightly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,1.22,2.44,metres,1.22,2.44,1.22,1.37,clay,,dark grey brown and brown,"Same as before, mottled dark grey brown and brown, slightly calcareous, deposits of fine grain gypsum crystals, oxidized.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,1.22,2.44,metres,1.22,2.44,1.37,1.47,sand,,olive,"Olive, very fine grained, silty, massive, noncalcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,1.22,2.44,metres,1.22,2.44,1.47,2.44,silt,,olive and dark brown,"Clay laminae, olive and dark brown, highly deformed contorted vertical bedding-becoming low angle at base, noncalcareous, small gypsum crystal deposits.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,2.44,3.96,metres,2.44,3.96,2.44,3.11,clay,,olive brown,"Silty, olive brown, mottled, oxidized, massive.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,2.44,3.96,metres,2.44,3.96,3.11,3.23,silt,,olive brown,"Olive brown, oxidized, massive.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,2.44,3.96,metres,2.44,3.96,3.23,3.61,clay,,olive brown and brown,"Silty, mottled olive brown and brown, oxidized, contorted, silt/clay laminae, slightly calcareous, minor small pebbles.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,2.44,3.96,metres,2.44,3.96,3.61,3.96,clay,,dark brown,"Silty, dark brown, massive, uniform, plastic, dense, numerous small pebbles - igneous, quartzite, coal, slightly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,3.96,5.49,metres,3.96,5.49,3.96,5.49,till,,dark grey brown,"Silty clay till, dark grey brown, slightly oxidized, massive abundant small gypsum crystals in matrix, banded brown and dark brown - horizontal, pebbles and clasts igneous, quartzite sandstone slight calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,5.49,7.01,metres,5.49,7.01,5.49,7.01,diamict,,dark grey,"Silty, dark grey, unoxidized, vertical iron oxidized, fractured, massive, small pebbles throughout - till-like but no sand, minor gypsum crystals on horizontal planes, slightly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,7.01,8.53,metres,7.01,8.53,7.01,8.53,diamict,,dark grey,"Silty clay, dark grey, faint banding, subhorizontat, plastic, igneous, quartzite and abundant very dark grey shale clasts, slightly calcareous, water lain till? little sand.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,8.53,10.06,metres,8.53,10.06,8.53,10.06,till,,dark grey,"Silty clay, same as before, dark grey, abundant shale clasts, massive, minor horizontal silty beds (0.5 cm) thick, slightly calcareous, igneous, quartzite, limestone clasts.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,10.06,11.58,metres,10.06,11.58,10.06,11.58,till,,,"Same as before, interbeds of massive and banded clay/silt, pebbles throughout of igneous, quartzite, limestone. Athabasca sandstone, abundant shale clasts (very dark grey), slightly calcareous, pyrite pebbles, black chert.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,11.58,13.11,metres,11.58,13.11,11.58,13.11,till,clay,,"Same as before, faint banding, subrounded, striated shale clasts, minor tan clay on horizontal bedding plane, noncalcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,13.11,14.63,metres,13.11,14.63,13.11,13.65,sand,,dark grey,"Fine grained, dark grey, clayey, massive.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,13.11,14.63,metres,13.11,14.63,13.65,14.5,silt,,dark grey,"Dark grey, clayey horizontal interbeds 1 cm thick, minor pebbles, slightly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,13.11,14.63,metres,13.11,14.63,14.5,14.63,till,,dark grey,"Dark grey, massive, stoney, calcareous, igneous, quartzite, sandstone clasts.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,14.63,16.15,metres,14.63,16.15,14.63,15.8,gravel,,,"Sandy, very clayey lenses, slightly moist, calcareous, massive igneous, quartzite, sandstone, ironstone (rusty) clasts and pebbles up to 3 cm diameter.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,14.63,16.15,metres,14.63,16.15,15.8,16.15,clay and silt,,dark grey,"Dark grey, interbedded (1 cm beds), minor pebbles and clasts as above, slightly calcareous, core loss - rock in shoe.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,16.15,17.68,metres,16.15,17.68,16.15,17.68,no recovery,,,Core loss - rock in shoe.,"Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,17.68,17.98,metres,17.68,17.98,17.68,17.98,no recovery,,,Drilled with plug.,"Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,17.98,19.2,metres,17.98,19.2,17.98,19.2,clay and silt,,,"Same as before, disturbed sample from drilling, quartzite pebbles.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
