"ART_ID","TAB_NAME","TITLE","ARTIST","ADDRESS","SHORT_DESC","DESC1","DESC2","DESC3","WEBSITE","longitude","latitude","location","City_Quadrants","Ward_Boundaries","Calgary_Communities"
"UB46","Temporary Works","Utility Box","Lyse Deseillers","Bow Trail S.W. at 45th Street S.W. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.15286566469","51.048633325565","""(51.048633325565, -114.15286566469)""","1","14","234"
"UB47","Temporary Works","Utility Box","Lyse Deseillers","Bow Trail S.W. and Waverly Drive S.W.","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.159629451311","51.0507729107945","""(51.050772910795, -114.159629451311)""","1","14","234"
"UB48","Temporary Works","Utility Box","Carla Pelkey","17th Avenue S.W. and 45th Street S.W. (S.E. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.152615260066","51.0377015087932","""(51.037701508793, -114.152615260066)""","1","1","41"
"UB49","Temporary Works","Utility Box","Lisa Tornack","17th Avenue S.W. and 47th Street S.W. (South side of intersection)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.155693449829","51.0376974909341","""(51.037697490934, -114.155693449829)""","1","1","41"
"UB5","Temporary Works","Utility Box","Katie Green","Country Hills Blvd. N.W. and Edgebrook Blvd. N.W. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Artist-Roster-Katie-Green.aspx","-114.132038625734","51.1400842203827","""(51.140084220383, -114.132038625734)""","2","2","272"
"UB50","Temporary Works","Utility Box","Deborah  Catton","Sarcee Trail S.W. at Bow Trail S.W. (N.E. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.163847244929","51.0528385859573","""(51.052838585957, -114.163847244929)""","1","14","170"
"UB51","Temporary Works","Utility Box","Bram Timmer","Richmond Road S.W. at 50th Street S.W. (N.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Artist-Roster-Bram-Timmer.aspx","-114.160147914354","51.018190870885","""(51.018190870885, -114.160147914354)""","1","1","298"
"UB52","Temporary Works","Utility Box","Tammy Fischer","Fifth Street S.W. and Glenmore Trail S.W. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.076939394798","50.9940076513732","""(50.994007651373, -114.076939394798)""","1","8","120"
"UB53","Temporary Works","Utility Box","Debbie-lee Miszaniec","MacLeod Trail S at 71st Ave S.W. (N.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.071912035795","50.9897700725887","""(50.989770072589, -114.071912035795)""","1","8","120"
"UB54","Temporary Works","Utility Box","Colleen Philippi","Macleod Trail S at 75th Ave S.W. (N.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.071813999631","50.9861430002809","""(50.986143000281, -114.071813999631)""","1","8","120"
"UB55","Temporary Works","Utility Box","Mary-Leigh Doyle","Macleod Trail S at Heritage Drive S.W. (N.W. Corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.071836928785","50.9797180804549","""(50.979718080455, -114.071836928785)""","1","8","120"
"UB56","Temporary Works","Utility Box","Negin Bagherynejad","Flint Road S.E. at Fairmount Drive S.E. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.063834510122","50.9881508764527","""(50.988150876453, -114.063834510122)""","3","10","284"
"UB57","Temporary Works","Utility Box","Joel Monae","Southland Drive S.W. at 24th Street S.W. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.11836200802","50.9610813757568","""(50.961081375757, -114.11836200802)""","1","8","126"
"UB58","Temporary Works","Utility Box","Lyse Deselliers","Elbow Drive S.W. and Anderson Road S.W. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.08483200015","50.9502460008968","""(50.950246000897, -114.08483200015)""","1","5","283"
"UB59","Temporary Works","Utility Box","Lyse Deselliers","Bow Trail S.W. and Canterbury Drive S.W. (N.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.084817999442","50.9479300005318","""(50.947930000532, -114.084817999442)""","1","5","283"
"UB6","Temporary Works","Utility Box","Alexandra Haeseker","Country Hills Blvd. N.W. and Shaganappi Trail N.W. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Artist-Roster-Alexandra-Haeseker.aspx","-114.123860207512","51.1421356984833","""(51.142135698483, -114.123860207512)""","2","2","272"
"UB60","Temporary Works","Utility Box","Lyse Deseillers","Canyon Meadows Drive S.W. and Elbow Drive S.W. (N.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.085852079305","50.939646992966","""(50.939646992966, -114.085852079305)""","1","5","283"
"UB61","Temporary Works","Utility Box","Melissa McKinnon","Canyon Meadows Drive S.E. and Deer Ridge Drive S.E. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.017726000633","50.9317870003431","""(50.931787000343, -114.017726000633)""","3","6","151"
"UB62","Temporary Works","Utility Box","Melissa McKinnon","Canyon Meadows Drive S.E. and Queensland Drive S.E. (N.E. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.026810646753","50.9320296811474","""(50.932029681147, -114.026810646753)""","3","6","215"
"UB63","Temporary Works","Utility Box","Michelle Weibe","Prestwick Gate S.E. and 52nd Street S.E. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-113.958594302915","50.9252596141911","""(50.925259614191, -113.958594302915)""","3","4","46"
"UB64","Temporary Works","Utility Box","Michelle Weibe","McKenzie Town Blvd. S.E. and 52nd Street S.E. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-113.95848531005","50.9179660465087","""(50.917966046509, -113.95848531005)""","3","4","46"
"UB65","Temporary Works","Utility Box","Roman L'Abbee","Seton Way S.E. at Market Street S.E. (N.E. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-113.956422216631","50.8797643433171","""(50.879764343317, -113.956422216631)""","3","4","90"
"UB66","Temporary Works","Utility Box","Sisay Shimeles","Dover Ridge Drive S.E. at 36th Street S.E. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-113.981846802596","51.0209890524488","""(51.020989052449, -113.981846802596)""","3","10","196"
"UB67","Temporary Works","Utility Box","Sisay Shimeles","30th Avenue S.E. 36th Street S.E. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-113.981826656918","51.0267311235404","""(51.02673112354, -113.981826656918)""","3","10","196"
"UB68","Temporary Works","Utility Box","Sisay Shimeles","26th Avenue S.E. 36th Street S.E. (N.E. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-113.981351000045","51.030624000367","""(51.030624000367, -113.981351000045)""","3","12","85"
"UB7","Temporary Works","Utility Box","Alexandra Haeseker","Country Hills Blvd. N.W. and 14 Street N.W. (S.E. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Artist-Roster-Alexandra-Haeseker.aspx","-114.107802214534","51.142822793645","""(51.142822793645, -114.107802214534)""","2","2","270"
"UB8","Temporary Works","Utility Box","Michelle Hoogveld","Country Hills Blvd. N.W. and Beddington Trail N.W. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Artist-Roster-Michelle-Hoogveld.aspx","-114.091653955098","51.1427437786437","""(51.142743778644, -114.091653955098)""","2","2","270"
"UB9","Temporary Works","Utility Box","Michelle Hoogveld","Country Hills Blvd. N.W. and Beddington Trail N.W. (N.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Artist-Roster-Michelle-Hoogveld.aspx","-114.093773879048","51.1447355121338","""(51.144735512134, -114.093773879048)""","2","2","25"
"990185","Downtown","Joy","Roy Leadbeater","""Municipal Building main floor, 800 Macleod Tr. S.E""","Although abstract, the upright orientation of the sculpture is strongly suggestive of a human form.","Flanking a central, bulbous """"torso"""", two raised, tapering appendages seem to bend gracefully as if dancing. The dynamism and sense of movement are further enhanced by contrast. Highly burnished reflective surfaces are undercut by darker, textured areas that absorb light. Overall, the feeling conveyed is one of exuberance and joy, an emotional quality characteristic of this Edmonton's artist's sculptures.","","","","-114.056772999547","51.0456249847012","""(51.045624984701, -114.056772999547)""","3","7","262"
"990187","Downtown","The Bears","Suzanne Sable","""Municipal Building main floor, 800 Macleod Tr. S.E""","In this endearing sculpture, a mother bear and her cub stand with their backs to us.","Stylistically, their forms are simplified into broad masses, with the rear ends abruptly truncated to reveal the arches of their rounded bodies. Without textures or detail, it is the mother's gesture that signals her alertness. She turns around to confront you, the intruder. Oblivious, the cub continues to sniff the ground.","","","","-114.057053203299","51.0455226889379","""(51.045522688938, -114.057053203299)""","3","7","262"
"990425","Southwest","Cracked Pot Foundations","Katie Ohe","Prince's Island Park (698 Eau Claire Ave. S.W.)","The ideas for Ohe's sculptures are often based on something which would be unremarkable to anyone else.","As a young artist, chance played a role in her art. When a ceramic pot was accidentally destroyed in the kiln, she was intrigued by the shards. She imaginatively re-united the parts by creating abstract beings, with """"heads"""" set on top of columnar """"necks"""". The bisected elements of the spheres recall the broken vessel that had inspired her.","","","","-114.068104633931","51.0548009832856","""(51.054800983286, -114.068104633931)""","1","7","295"
"990426","Downtown","Natural Engineer","Don Begg","""Park East of the Municipal Building, 800 Macleod Trail S.E.""","This life-size 'natural engineer' goes about his work without noticing the many people who pass by on their way to the Municipal Building Parkade.","Made by Cochrane-based sculptor Don Begg, this naturalistic bronze beaver is situated only a few blocks away from the Bow and Elbow Rivers.","""Although these rivers flow through the heart of an urban centre, they are also the home of many creatures, including beavers.""","","","-114.057374195771","51.0448094284063","""(51.044809428406, -114.057374195771)""","3","7","262"
"990428","Downtown","Brotherhood of Mankind","Mario Armengol","1 Street SE between 5 Ave and 6 Ave","These greatly elongated statues impress by their huge size, their extreme gauntness and their nudity.","Devoid of all social markers of individuality, race or class, the male and female figures embody all humanity as they interact. In two groups, outstretched arms and linked hands create physical and metaphoric bridges. Other figures face them, including a mother with a child. Disturbing to many in 1967, the statues are now a popular landmark, known as The Family of Man.","","","","-114.059941450296","51.0477988636854","""(51.047798863685, -114.059941450296)""","3","7","262"
"990429","Southwest","Boer War Memorial","Louis-Philippe Hebert","Central Memorial Park (12 Avenue at 3rd Street S.W.)","This huge, magnificent monument was meant to arouse lofty sentiments and patriotism.","A longstanding tradition, the equestrian statue was an especially fitting format to honour the 500 volunteers who travelled to South Africa from Alberta with their own horses. As horsemanship in the Boer war played a key role, the Montreal sculptor had a Western horse shipped to his studio.","The unknown mounted soldier is dressed in the uniform of Lord Strathcona's Horse regiment.","","","-114.070219194389","51.041143613918","""(51.041143613918, -114.070219194389)""","1","14","260"
"990441","Downtown","Conversation","William Hodd McElcheran","Stephen Avenue Mall at 1st St. S.W.","This humorous sculpture is part of The Businessman Series. The artist explained that his life-size figures, set on the ground, replace statues of classical heroes mounted on high pedestals.","Here, two businessmen, recognizable by their clothing and briefcases, are intently focused on each other. Their exchange seems more pointed than amicable. Leaning forward as he speaks, one man gestures emphatically, while his calm colleague tries to reassure him with a gentle touch to his arm.","","","","-114.065788024379","51.0456226044195","""(51.04562260442, -114.065788024379)""","1","7","262"
"990442","Southwest","Bird of Spring","Abraham Etungat (after)","""Connaught Park, 14 Avenue and 11 Street S.W.           ""","This large sculpture of a stylized, majestic bird is based on a much smaller soapstone carving by artist Abraham Etungat.","Abraham Etungat (1911-1999) was an Inuit artist who lived in Nunavut. Etungat's family is quite also artistic: his wife, daughter, and grandson are all carvers. His work has been collected by many museums and galleries across Canada.","""The original work is approximately 14 cm tall, while this enlarged version (which was approved by the artist) is 210 cm tall. Although this version looks like smoothly polished soapstone, it is actually made from fibreglass, a much lighter material.""","","","-114.088590123673","51.0399689785919","""(51.039968978592, -114.088590123673)""","1","14","260"
"990454","Southwest","General James Wolfe","John Massey Rhind","South Mount Royal Park (Quebec Avenue by Montcalm Crescent S.W.)","This statue depicts General James Wolfe, a British army commander best known for his role in the 1759 Battle of the Plains of Abraham. Part of the Seven Years' War, this battle was between the British and French, and occurred near Quebec City.","This particular statue of Wolfe, created by Scottish-American sculptor John Massey Rhind in 1898, has travelled somewhat extensively. It was first located in New York, on the Exchange Court building, built by William Waldorf Astor, one of four statues Rhind made for that location.","""Calgary philanthropist Eric Harvie eventually purchased the statue of Wolfe, which in 1967 was placed outside of Calgary's newly constructed planetarium. This placement was not without controversy: it was argued that the planetarium was not necessarily the best fit for an 18th-century officer.""","It has since been relocated to what is perhaps its most fitting location: Calgary's South Mount Royal Park, which is bounded by Wolfe Street, Montcalm Crescent, and Quebec Avenue.","","-114.092333257139","51.0288866424846","""(51.028886642485, -114.092333257139)""","1","14","271"
"990461","Downtown","Centre Street Bridge Lion","James L. Thomson","""Municipal Building west entrance, 800 Macleod Tr. S.E""","This is one of the four concrete lions that originally graced the Centre Street Bridge.","The Centre Street Bridge Lions were modeled after the bronze lions at the base of Admiral Nelson's Monument in Trafalgar Square, London, England. One of the lions was restored in 1999 to produce a cast and mold that was used to create four new lions for the renovation of the Centre Street Bridge. This restored sculpture is now a part of the City's Public Art Collection and resides at the front doors of the Municipal Building for all citizens, tourists and future Calgarians to enjoy.","","","","-114.057107695576","51.0454763472222","""(51.045476347222, -114.057107695576)""","3","7","262"
"990462","Northwest","Confederation Focal Point","Rene Y Arcega","""Confederation Park, 905 30 Avenue N.W.""","This monument was created in 1967 to mark Canada's 100th anniversary.","A curved wall shows a map of Canada, and below it, on the ground, is a stylized maple leaf. This maple leaf is made from a number of triangles, each formed from rock from a different province or territory. Together these triangles represent the country of Canada.","""Although this work was a good representation of Canada in 1967, the map is now outdated: Nunavut is missing!""","This installation was donated to The City of Calgary, built with funds raised by the Imperial Order Daughters of the Empire, a charitable organization.","","-114.083926482915","51.0766364003044","""(51.076636400304, -114.083926482915)""","2","7","17"
"990464 AB","Southwest","Nimmons Cairn (Conic Sculpture)","Katie Ohe","Nimmons Park (1950 17A Street S.W.)","This two-part abstract sculpture by celebrated artist Katie Ohe commemorates the Nimmons family, settlers who lived and worked on this land in the 19th century.","While this sculpture is a nod to the past, it is also meant to be enjoyed by current residents and visitors. Katie Ohe is known for creating interactive sculptures, and this geometric work is no different. Visitors are welcome to touch and sit upon this work, or even crawl under it if they are so inclined!","""The artist who created this work was born in Alberta and continues to live here today. her works can be found across the city, in many different public locations. You may recognize her famous """"Zipper"""" sculpture, located at the University of Calgary, or """"Janet's Crown"""", located at the Alberta College of Art and Design (ACAD). Ohe has taught at ACAD for many years, and is a respected artist and teacher who is recognized as being an early practitioner of abstract sculpture in this province.""","","","-114.10252381363","51.0367098087496","""(51.03670980875, -114.10252381363)""","1","14","208"
"990466","Southeast","Deux Chiens Assis","Henri Jacquemart","Sue Higgins Park (Southland Drive S.E. and Deerfoot Trail)","Do you recognize these two dogs? For many years, this pair of bronze dogs - a bloodhound and a retriever - kept a watchful eye over Devonian Gardens in Calgary's downtown core.","Estimated to be crafted in the late 1800s, the two bronze dog statues attributed to artist Henri Jacquemart are titled Deux Chiens Assis, which means two seated dogs. They were gifted to the City of Calgary Public Art Collection by the Devonian Foundation in 1978.","The sculptures are now permanently installed near Nora Tuckey's Grove in Sue Higgins Park.  This park lies along the banks of the Bow River and is home to the largest fenced-off dog park in the city.","French artist Henri Alfred Marie Jacquemart was born in Paris in 1824 and passed away in 1896. He studied at the Ecole des Beaux-Arts in Paris and exhibited at the Paris Salon from 1847 to 1879. He is a well known sculptor of animals and monuments, and his works can be found in many museums including the Musee D'Orsay.","","-114.027796899645","50.9682248006765","""(50.968224800677, -114.027796899645)""","3","6","93"
"990478","Southwest","World War One Memorial","Couer-de-Lion MacCarthy","Central Memorial Park (12 Avenue at 3rd Street S.W.)","Located in front of the Memorial Park Library in Calgary’s Central Memorial Park, this soldier stands as a perpetual reminder of the lives lost in the First World War. He raises his rifle in his right hand, perhaps as a gesture of resolve or victory, and holds his helmet in his left hand.","Made by artist Coeur-de-Lion MacCarthy, this bronze sculpture was donated to the City of Calgary in 1924 by a women's charitable organization called the Imperial Order Daughters of the Empire (IODE).","""Born in England in 1881, Coeur-de-Lion MacCarthy moved to Montreal in 1918.  The son of an artist, he is known for a number of other bronze busts and sculptures located across Canada.""","","","-114.068584212272","51.0410931221149","""(51.041093122115, -114.068584212272)""","1","14","260"
"990497","Downtown","""Past, Present and Future""","Gernot Kiefer","""James Short Park, 115 4th Avenue S.W.""","Gernot Kiefer's limestone sculpture is an artistic representation of the progression of people though time.","Roughly resembling a human head, this sculpture has marks on its surface, intended to represent the time periods referenced in the work's title: the past, present and future. Near the base of the sculpture, the rough surface suggests the challenges of the distant past.","""Marks near the middle of the sculpture are placed closer together, mixed with sections of smooth stone, suggesting that the present provides a way of life that is both complex and perhaps less challenging than the past.""","The upper portion of the sculpture is very smooth, suggesting the many possibilities of the future: what will humans do next?","","-114.064076964589","51.048860244474","""(51.048860244474, -114.064076964589)""","1","7","262"
"990519","Downtown","Pristine","Blake Senini","1 Street S.E. and 9 Avenue S.E. (Plus 15)","Blake Senini's three-part work, """"Pristine"""", brings images of nature inside to one of Calgary's many Plus-15 walkways. Layering and combining images of trees and oceans, the artist has created a work that offers subtle reminders of the natural world.","This multi-media work was created by projecting images onto aluminum panels that had been covered with a mixture of graphite and lacquer. The artist then etched the imagery into the panels, creating the works that you see here.","""Senini is a Calgary-based artist who also teaches at the Alberta College of Art and Design. His work has been collected by many public and private organizations, including Glenbow Museum, the Alberta Foundation for the Arts, and the Canada Council Art Bank, among others.""","","","-114.060797265325","51.0449518824932","""(51.044951882493, -114.060797265325)""","3","7","262"
"990524","Downtown","Ex/Diamond","Vera Gartley","""Plus 15 between Rocky Mountain House and the Central Library, 616 MacLeod Trail S""","This conceptual work of art explores the dividing lines between works of fine art and factory-produced advertisements.","Vera Gartley is a senior Calgary artist who taught at the Alberta College of Art and Design for many years. In this artwork, the text records a conversation the artist had with the manufacturer when she had the shapes made.","""While the X and diamond look like advertisements, what they might be selling is unclear. Are they selling an idea? Or nothing at all? According to the artist, it is up to the viewer to decide just what this work of art might be trying to discuss.""","","","-114.058231382917","51.0468494489753","""(51.046849448975, -114.058231382917)""","3","7","262"
"990531","Downtown","Offering to Selene from an Elephant God","Isla Burns","540 5 Avenue S.W. (end of +15)","Artist Isla Burns is known for her welded steel sculptures. This work, which is made of carefully balanced three-dimensional shapes, is a good example of the artist's skill with metal.","Burns was born in India and lived in Scotland prior to coming to Canada. Trained in Calgary and Edmonton, she has exhibited her works across Canada and around the world. She also has a number of public artworks installed permanently in Edmonton and Calgary","""Although this work is abstract, its title, """"Offering to Selene from the Elephant God"""", makes reference to a trip the artist took to the country of her birth. It also makes reference to the artist's own spiritual growth.""","","","-114.073179112492","51.0486765978562","""(51.048676597856, -114.073179112492)""","1","14","262"
"990587","Downtown","Bears","Leo Mol","""Century Gardens, 8th Avenue at 7th Street S.W.""","In this lighthearted bronze sculpture, artist Leo Mol shows two playful bears.","Born in Polonne, Ukraine, Leo Mol first studied under his father, a commercial potter.  He later studied in Vienna and Berlin, before leaving Europe for Canada in 1948, settling in Winnipeg.","""Although he was trained in a variety of artistic practices, he is best known for his sculptures of both people and animals. Many of his bronze works can be seen in Winnipeg, in the Leo Mol Sculpture Garden in Assiniboine Park.""","","","-114.079825418212","51.0463715437231","""(51.046371543723, -114.079825418212)""","1","14","262"
"990590","Downtown","Balancing Act","Roy Leadbeater","""Municipal Building plaza level, 800 Macleod Tr. S.E""","Bright primary colours, imagination and welding transform utilitarian construction materials into a playful sculpture.","Like a brilliantly coloured industrial """"tree"""", its red trunk is perched precariously on a single tapered point. Above, three discs scan the sky like whimsical satellite dishes. The vertical post is topped by a horizontal beam from which yellow and green I-beams soar up and away, creating an upward motion that counters the gravity-defying balancing act at the base of the structure.","","","","-114.057742895387","51.0450564033821","""(51.045056403382, -114.057742895387)""","3","7","262"
"990657","Southwest","Untitled","Ben Mcleod","Prince's Island Park (698 Eau Claire Ave. S.W.)","This elegant, two-part sculpture was created to commemorate a marriage.","Like a linear drawing in space, each section is made up of a vertical steel rod, intersected by an open-ended triangular shape, topped by a small ball.  Although they share structural components, the parts are not identical. The more emphatic bend of the larger straighter form is reciprocated by the gently curving arch of the smaller form, like partners bowing to each other in a graceful dance.","","","","-114.068055620759","51.0555754634695","""(51.05557546347, -114.068055620759)""","1","7","295"
"990921","Northwest","Alberta Foothills Morning","Ed Drahanchuk","North Mount Pleasant Arts Centre (523 - 27 Avenue NW)","In this large-scale ceramic mural, Calgary-born artist Ed Drahanchuk offers a 1960's vision of Alberta life and industry.","The artist uses both overhead and side perspectives to show off the mural's subjects: farm fields with tractor tracks are seen from overhead, while a cart, cows, shafts of wheat, oil derricks, and mountains are seen from the side. These subjects are made from textured slabs of clay, and are suitable for viewing close-up or from a distance.","""This mural, which weighs over 8000 kg (17 000 lbs) and measures 3.35 x 4.88 m (11 x 16 feet), is believed to be one of the first ceramic murals made in Calgary.""","It was commissioned by the Municipal District of Rocky View for its Calgary office, and was originally built into a wall on a building on 16th Avenue NE. When the building had to be demolished as part of the widening of 16th Avenue in 2005-2006, the mural was carefully relocated to its current home at the North Mount Pleasant Arts Centre.","","-114.072817812397","51.0768295445278","""(51.076829544528, -114.072817812397)""","2","7","17"
"990933","Northwest","Playful Cubs","Leo Mol","""Baker Park, 9333 Scenic Bow Road N.W.""","In this lighthearted bronze sculpture, artist Leo Mol shows two young bear cubs playing with their mother. She seems patient and relaxed as her cubs practice their climbing skills on her.","Born in Polonne, Ukraine, Leo Mol first studied under his father, a commercial potter.  He later studied in Vienna and Berlin, before leaving Europe for Canada in 1948, settling in Winnipeg.","""He was eventually commissioned to create sculpted busts of a number of prominent people, including prime ministers and royalty. He is also known for his sculptural depictions of wildlife, such as the work you see here.""","","","-114.220018679082","51.0998149040416","""(51.099814904042, -114.220018679082)""","2","13","148"
